Cetáceo,Duración,mean,std,A max,A min,número,etiqueta
Long-Finned Pilot Whale,2.1094331065759637,0.00036990901571698487,0.028459763154387474,0.1292639970779419,-0.14466825127601624,29,15
Long-Finned Pilot Whale,2.0350113378684807,0.0003778015961870551,0.036227691918611526,0.2336517572402954,-0.21186046302318573,30,15
Long-Finned Pilot Whale,2.04984126984127,4.495095708989538e-05,0.06628727912902832,0.3491709232330322,-0.4040917754173279,31,15
Long-Finned Pilot Whale,3.766394557823129,4.024892768939026e-05,0.08999078720808029,0.4843408465385437,-0.48596706986427307,32,15
Long-Finned Pilot Whale,3.4912925170068028,0.00017446007404942065,0.05694624409079552,0.2635321319103241,-0.4451039433479309,33,15
Long-Finned Pilot Whale,1.2682086167800453,0.0003171951975673437,0.05744615197181702,0.2313631772994995,-0.21603097021579742,34,15
Long-Finned Pilot Whale,4.7481179138322,0.00033320297370664775,0.056772150099277496,0.32527586817741394,-0.2869640290737152,35,15
Long-Finned Pilot Whale,2.9206802721088434,6.209813000168651e-05,0.04510308429598808,0.19711996614933014,-0.2214139699935913,36,15
Long-Finned Pilot Whale,1.8509297052154194,3.407416443224065e-05,0.049046482890844345,0.24097731709480286,-0.27453193068504333,37,15
Long-Finned Pilot Whale,1.0328798185941044,0.0010487837716937065,0.12227237969636917,0.37547674775123596,-0.48867326974868774,38,15
Long-Finned Pilot Whale,1.1109750566893424,0.0006393094663508236,0.06512250006198883,0.2711874842643738,-0.21211184561252594,39,15
Long-Finned Pilot Whale,0.9398639455782313,0.000787811353802681,0.11373250931501389,0.5790925621986389,-0.5619213581085205,40,15
Long-Finned Pilot Whale,1.0406349206349206,0.0005119635025039315,0.13487127423286438,0.6505765318870544,-0.5616627335548401,41,15
Long-Finned Pilot Whale,1.3289342403628117,0.0007498659542761743,0.11195690184831619,0.5723425149917603,-0.5524865984916687,42,15
Long-Finned Pilot Whale,1.253922902494331,0.0008195698028430343,0.13679856061935425,0.5587407946586609,-0.5366471409797668,43,15
Long-Finned Pilot Whale,1.3640816326530611,0.0010372474789619446,0.1340673565864563,0.493720680475235,-0.4586278200149536,44,15
Long-Finned Pilot Whale,1.4180045351473922,0.0009496469283476472,0.07857081294059753,0.31943583488464355,-0.31244662404060364,45,15
Long-Finned Pilot Whale,1.195328798185941,0.0010492820292711258,0.0591076985001564,0.2961287796497345,-0.2278767079114914,46,15
Long-Finned Pilot Whale,1.366439909297052,0.0008108295151032507,0.10807359218597412,0.4914664924144745,-0.5209109783172607,47,15
Long-Finned Pilot Whale,1.2960997732426305,0.0010952908778563142,0.1133718192577362,0.4323088526725769,-0.5177924633026123,48,15
Long-Finned Pilot Whale,0.8976870748299319,0.0009981243638321757,0.048197872936725616,0.23542316257953644,-0.2160613089799881,49,15
Long-Finned Pilot Whale,0.45705215419501133,0.0005326269892975688,0.06771775335073471,0.2389245629310608,-0.2800765037536621,50,15
Long-Finned Pilot Whale,0.1,-0.0018937273416668177,0.07830540090799332,0.24100708961486816,-0.2549438178539276,51,15
Long-Finned Pilot Whale,2.51718820861678,0.0005506857414729893,0.084243543446064,0.3791765570640564,-0.40685567259788513,52,15
Long-Finned Pilot Whale,0.8976870748299319,0.0008358511840924621,0.09317299723625183,0.42837047576904297,-0.4161665141582489,53,15
Long-Finned Pilot Whale,0.7383219954648526,0.0021783397532999516,0.06912387907505035,0.2624354660511017,-0.29537805914878845,54,15
Long-Finned Pilot Whale,1.1093877551020408,0.0005786350229755044,0.09363354742527008,0.3742506504058838,-0.3768300712108612,55,15
Long-Finned Pilot Whale,0.5578231292517006,0.00012621092901099473,0.07389404624700546,0.2745502293109894,-0.28331005573272705,56,15
Long-Finned Pilot Whale,1.2023582766439909,0.0007986872806213796,0.06606840342283249,0.35239094495773315,-0.26583054661750793,57,15
Long-Finned Pilot Whale,0.8320634920634921,-0.00011839751823572442,0.08001907169818878,0.31866592168807983,-0.2722271978855133,58,15
Long-Finned Pilot Whale,1.0031292517006802,0.000472074345452711,0.0691956877708435,0.3420550227165222,-0.3258042633533478,59,15
Long-Finned Pilot Whale,0.6312471655328799,0.001853771274909377,0.07823432236909866,0.30447033047676086,-0.39174577593803406,60,15
Long-Finned Pilot Whale,0.978140589569161,0.00024134438717737794,0.08363467454910278,0.40740203857421875,-0.39011818170547485,61,15
Long-Finned Pilot Whale,0.71718820861678,0.001548508182168007,0.094200499355793,0.5105283260345459,-0.5160079598426819,62,15
Long-Finned Pilot Whale,0.7289342403628117,0.0005108153563924134,0.0850127711892128,0.41780728101730347,-0.5332092046737671,63,15
Long-Finned Pilot Whale,0.7546938775510204,-4.528981662588194e-05,0.0647478923201561,0.27943918108940125,-0.24146243929862976,64,15
Long-Finned Pilot Whale,0.7219047619047619,0.0012909540673717856,0.07853911817073822,0.30326777696609497,-0.3144592344760895,65,15
Long-Finned Pilot Whale,0.7500226757369615,0.0007273348746821284,0.06507356464862823,0.25794488191604614,-0.3197097182273865,66,15
Long-Finned Pilot Whale,0.6093877551020408,0.00030385705758817494,0.07299111038446426,0.35053470730781555,-0.25398191809654236,67,15
Long-Finned Pilot Whale,1.0937414965986394,0.001275756279937923,0.06149357557296753,0.37309616804122925,-0.3036533296108246,68,15
Long-Finned Pilot Whale,65.59052154195011,0.0005828088615089655,0.003523440333083272,0.04422680288553238,-0.04724837839603424,69,15
Long-Finned Pilot Whale,54.41034013605442,0.0005701976479031146,0.0040271589532494545,0.06390628218650818,-0.1206655502319336,70,15
Melon Headed Whale,0.9888888888888889,0.0010632567573338747,0.08239119499921799,0.33910611271858215,-0.3536190986633301,1,16
Melon Headed Whale,0.9453061224489796,0.0008402499370276928,0.08695526421070099,0.39653050899505615,-0.40503382682800293,2,16
Melon Headed Whale,0.9453061224489796,0.0008345440146513283,0.09108082205057144,0.37879371643066406,-0.37092331051826477,3,16
Melon Headed Whale,0.9453061224489796,0.0008886847062967718,0.09860992431640625,0.5346909761428833,-0.4575134217739105,4,16
Melon Headed Whale,1.1309750566893424,0.0006452112575061619,0.10457286983728409,0.4263572692871094,-0.4809040129184723,5,16
Melon Headed Whale,1.8906575963718821,-0.0027208789251744747,0.0397605262696743,0.23185081779956818,-0.3286876678466797,6,16
Melon Headed Whale,1.8906575963718821,0.0009596177842468023,0.09492482990026474,0.4827203154563904,-0.5724552273750305,7,16
Melon Headed Whale,1.0482086167800453,0.0009771978948265314,0.06546662747859955,0.3285932242870331,-0.32635262608528137,8,16
Melon Headed Whale,0.9453061224489796,0.0008011932950466871,0.053661856800317764,0.3070390224456787,-0.3142070770263672,9,16
Melon Headed Whale,1.3685714285714285,0.0009352672495879233,0.07533104717731476,0.32083243131637573,-0.37035661935806274,10,16
Melon Headed Whale,0.9453061224489796,0.0009603207581676543,0.05089443176984787,0.36848020553588867,-0.49090585112571716,11,16
Melon Headed Whale,1.3715192743764173,0.000980889773927629,0.06917603313922882,0.33016350865364075,-0.4138834774494171,12,16
Melon Headed Whale,0.6031292517006803,-0.004167933948338032,0.06374192237854004,0.29112759232521057,-0.24234160780906677,13,16
Melon Headed Whale,1.8547392290249434,0.0009341804543510079,0.05398997664451599,0.3497582674026489,-0.2573090195655823,14,16
Melon Headed Whale,0.9657142857142857,0.0008441686513833702,0.0637655258178711,0.27741530537605286,-0.3304661810398102,15,16
Melon Headed Whale,1.1431292517006804,0.0009454381070099771,0.06517751514911652,0.29640114307403564,-0.37463080883026123,16,16
Melon Headed Whale,0.6145578231292517,0.0008883882546797395,0.06733983010053635,0.2617778778076172,-0.31379932165145874,17,16
Melon Headed Whale,1.1249886621315193,0.0007742058369331062,0.06267838180065155,0.39082980155944824,-0.3121238946914673,18,16
Melon Headed Whale,0.8531519274376417,0.0010565521661192179,0.05381419509649277,0.40105193853378296,-0.6299545168876648,19,16
Melon Headed Whale,0.5843990929705215,0.0008081678533926606,0.04591648280620575,0.23347635567188263,-0.2269877791404724,20,16
Melon Headed Whale,0.4328344671201814,0.0009039657306857407,0.05900396779179573,0.27623119950294495,-0.2583969533443451,21,16
Melon Headed Whale,1.8093877551020408,0.0009263496613129973,0.06450871378183365,0.3732554614543915,-0.31562528014183044,22,16
Melon Headed Whale,0.8406349206349206,0.0008163199527189136,0.05885479971766472,0.4410346448421478,-0.38560089468955994,23,16
Melon Headed Whale,0.6790929705215419,0.0008102348656393588,0.059223536401987076,0.2640908360481262,-0.34366661310195923,24,16
Melon Headed Whale,0.39111111111111113,0.001139396452344954,0.07850627601146698,0.2536957859992981,-0.2701175808906555,25,16
Melon Headed Whale,0.14852607709750568,0.0010249319020658731,0.057229794561862946,0.20907633006572723,-0.2388477474451065,26,16
Melon Headed Whale,0.1873015873015873,0.0003760022227652371,0.06895948201417923,0.25826361775398254,-0.26386815309524536,27,16
Melon Headed Whale,0.21714285714285714,0.0010748783824965358,0.07245990633964539,0.4037623107433319,-0.2875191867351532,28,16
Melon Headed Whale,0.12448979591836734,0.0006592281279154122,0.055084578692913055,0.25595778226852417,-0.21036599576473236,29,16
Melon Headed Whale,0.19319727891156463,0.0006452526431530714,0.09259945899248123,0.6508269906044006,-0.5385403633117676,30,16
Melon Headed Whale,0.19034013605442177,0.001170228119008243,0.05228748545050621,0.18874408304691315,-0.2216908037662506,31,16
Melon Headed Whale,0.8999092970521542,0.0009045056067407131,0.09977748990058899,0.4867933690547943,-0.49378833174705505,32,16
Melon Headed Whale,0.19324263038548753,0.0009440588182769716,0.04241810739040375,0.14748618006706238,-0.2335675060749054,33,16
Melon Headed Whale,0.28258503401360546,0.0007339854491874576,0.047724973410367966,0.1734938770532608,-0.17667505145072937,34,16
Melon Headed Whale,0.25133786848072565,0.0007968716672621667,0.05419518053531647,0.21653340756893158,-0.20085211098194122,35,16
Melon Headed Whale,0.20861678004535147,0.000477561290608719,0.0531560443341732,0.21654461324214935,-0.1987888514995575,36,16
Melon Headed Whale,0.05369614512471655,-0.00024453262449242175,0.04368383437395096,0.18026497960090637,-0.12643472850322723,37,16
Melon Headed Whale,0.15723356009070294,0.0006450880318880081,0.055858056992292404,0.19377052783966064,-0.21864143013954163,38,16
Melon Headed Whale,0.06621315192743764,0.0006665646797046065,0.04725279286503792,0.16357167065143585,-0.15080641210079193,39,16
Melon Headed Whale,0.16285714285714287,-0.0009301491663791239,0.09141518175601959,0.6139957308769226,-0.5233225226402283,40,16
Melon Headed Whale,0.08217687074829932,-0.003528211498633027,0.08177351951599121,0.273114949464798,-0.2709057629108429,41,16
Melon Headed Whale,0.10140589569160997,0.002171104773879051,0.07959670573472977,0.35664722323417664,-0.29717007279396057,42,16
Melon Headed Whale,0.12108843537414966,0.0008137672557495534,0.06513532996177673,0.32485538721084595,-0.2018420547246933,43,16
Melon Headed Whale,0.10884353741496598,-0.0002979442069772631,0.08766242861747742,0.5209987759590149,-0.5926979184150696,44,16
Melon Headed Whale,0.06566893424036281,0.0021930465009063482,0.054682355374097824,0.1985929161310196,-0.2200320065021515,45,16
Melon Headed Whale,0.15501133786848073,0.0007727254997007549,0.042377833276987076,0.17224885523319244,-0.20529504120349884,46,16
Melon Headed Whale,0.24435374149659864,0.0010821897303685546,0.047233257442712784,0.1858522891998291,-0.22148293256759644,47,16
Melon Headed Whale,0.16394557823129252,0.0001703849993646145,0.06355052441358566,0.24411144852638245,-0.2521094083786011,48,16
Melon Headed Whale,0.16394557823129252,0.001201057224534452,0.1058693528175354,0.3959961235523224,-0.3950498104095459,49,16
Melon Headed Whale,0.14689342403628117,0.001055429456755519,0.056810349225997925,0.18478704988956451,-0.2522221505641937,50,16
Melon Headed Whale,0.22816326530612244,0.0007154373452067375,0.07072047889232635,0.35769253969192505,-0.2863292098045349,51,16
Melon Headed Whale,0.10081632653061225,-0.0004358476144261658,0.054856374859809875,0.22213563323020935,-0.2567070424556732,52,16
Melon Headed Whale,17.646757369614512,-0.006645205896347761,0.018200187012553215,0.12970426678657532,-0.1312953382730484,53,16
Melon Headed Whale,11.078548752834466,-0.006613080855458975,0.02741210348904133,0.1186225637793541,-0.16356991231441498,54,16
Melon Headed Whale,27.691111111111113,-0.006630261894315481,0.03835250437259674,0.257866233587265,-0.3718373775482178,55,16
Melon Headed Whale,6.494648526077097,-0.005376266315579414,0.016673125326633453,0.11278307437896729,-0.12651477754116058,56,16
Melon Headed Whale,13.34780045351474,-0.005345112178474665,0.023714818060398102,0.1971360445022583,-0.20880743861198425,57,16
Melon Headed Whale,6.406938775510204,-0.005436765030026436,0.018740138038992882,0.1479434221982956,-0.12440361827611923,58,16
Melon Headed Whale,6.940861678004535,-0.005400963593274355,0.026241999119520187,0.2238888144493103,-0.2700953483581543,59,16
Melon Headed Whale,8.021950113378685,-0.005420805886387825,0.02056109346449375,0.10719305276870728,-0.17590592801570892,60,16
Melon Headed Whale,4.6112471655328795,-0.0054378993809223175,0.024713339284062386,0.1896141916513443,-0.21597111225128174,61,16
Melon Headed Whale,5.313560090702948,-0.005322475451976061,0.03680194541811943,0.2951042056083679,-0.4487732946872711,62,16
Melon Headed Whale,16.40439909297052,-0.005406402982771397,0.024217627942562103,0.5201094150543213,-0.3262501060962677,63,16
Minke Whale,0.9445351473922903,-0.0031972050201147795,0.011234126053750515,0.03403342142701149,-0.047555308789014816,1,17
Minke Whale,0.9445351473922903,-0.002987797139212489,0.017635300755500793,0.055490411818027496,-0.08005271852016449,2,17
Minke Whale,0.9445351473922903,-0.002610734198242426,0.019842924550175667,0.08806177228689194,-0.10136228799819946,3,17
Minke Whale,1.4180045351473922,0.001010566484183073,0.06015361472964287,0.4129398465156555,-0.35875487327575684,4,17
Minke Whale,1.4180045351473922,0.0010076543549075723,0.09340561926364899,0.5608213543891907,-0.5295062065124512,5,17
Minke Whale,1.4180045351473922,0.0010477706091478467,0.01725088804960251,0.09878721833229065,-0.09821583330631256,6,17
Minke Whale,1.4180045351473922,-0.002230069600045681,0.1988706737756729,0.9973236322402954,-0.710705578327179,7,17
Minke Whale,0.9703401360544218,0.0009905603947117925,0.015272902324795723,0.06899058073759079,-0.0698462426662445,8,17
Minke Whale,1.4132879818594104,0.000834187725558877,0.024424437433481216,0.11145291477441788,-0.11423978209495544,9,17
Minke Whale,1.373469387755102,0.0008063671994023025,0.0904480442404747,0.5084478259086609,-0.490535169839859,10,17
Minke Whale,1.25859410430839,0.0007695527165196836,0.04040713980793953,0.19076643884181976,-0.19683536887168884,11,17
Minke Whale,0.9445351473922903,-0.0029890569858253,0.01619831658899784,0.0680689737200737,-0.06002112850546837,12,17
Minke Whale,0.7086167800453514,-0.004572473466396332,0.017118092626333237,0.07378770411014557,-0.06074131280183792,13,17
Minke Whale,0.7086167800453514,-0.003739600069820881,0.019277425482869148,0.05595564842224121,-0.0756644681096077,14,17
Minke Whale,1.4109750566893424,0.0009908939246088266,0.059609364718198776,0.2872891128063202,-0.26972681283950806,15,17
Minke Whale,1.3359637188208617,0.0010001844493672252,0.09837203472852707,0.7076969146728516,-0.7558843493461609,16,17
Minke Whale,1.4109750566893424,0.0011190311051905155,0.056469231843948364,0.26823535561561584,-0.2742205262184143,17,17
Narwhal,1.4180045351473922,0.001033826731145382,0.01690375991165638,0.16187472641468048,-0.12651310861110687,1,18
Narwhal,1.4180045351473922,0.0009475060505792499,0.01730186492204666,0.09649699926376343,-0.1360994130373001,2,18
Narwhal,1.4180045351473922,0.0010239918483421206,0.01493331603705883,0.10526932030916214,-0.06993827223777771,3,18
Narwhal,1.4180045351473922,0.0010006347438320518,0.016957340762019157,0.07925567030906677,-0.1455446034669876,4,18
Narwhal,1.4180045351473922,0.0010331731755286455,0.020677275955677032,0.12694978713989258,-0.1644255369901657,5,18
Narwhal,1.4180045351473922,0.0009871775982901454,0.014563538134098053,0.11971727758646011,-0.144247367978096,6,18
Narwhal,1.4180045351473922,0.0009784590220078826,0.021070590242743492,0.13234305381774902,-0.15870481729507446,7,18
Narwhal,1.4180045351473922,0.0010180789977312088,0.020167328417301178,0.20892071723937988,-0.18170872330665588,8,18
Narwhal,1.4180045351473922,0.0010272208601236343,0.018772678449749947,0.15976139903068542,-0.16506065428256989,9,18
Narwhal,1.4180045351473922,0.0009600846678949893,0.013112365268170834,0.07942728698253632,-0.11059093475341797,10,18
Narwhal,5.86140589569161,0.0015976078575477004,0.003589687403291464,0.0318785198032856,-0.030701739713549614,11,18
Narwhal,5.86140589569161,0.001595900277607143,0.003738253843039274,0.021322831511497498,-0.01734376884996891,12,18
Narwhal,1.1960544217687075,0.0015740757808089256,0.003855537623167038,0.02462904341518879,-0.020531602203845978,13,18
